annee_numero_de_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;numero_chance;combinaison_gagnante_en_ordre_croissant;combinaison_triee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211056;LUNDI   ;10/05/2021;09/08/2021;44;12;13;17;27;10;12-13-17-27-44+10;12-13-17-27-44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211057;MERCREDI;12/05/2021;11/08/2021;19;11;22;36;9;1;9-11-19-22-36+1;9-11-19-22-36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211058;SAMEDI  ;15/05/2021;14/08/2021;7;31;29;24;47;3;7-24-29-31-47+3;7-24-29-31-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211059;LUNDI   ;17/05/2021;16/08/2021;23;42;3;17;47;4;3-17-23-42-47+4;3-17-23-42-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211060;MERCREDI;19/05/2021;18/08/2021;28;17;41;3;23;3;3-17-23-28-41+3;3-17-23-28-41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211061;SAMEDI  ;22/05/2021;21/08/2021;9;2;45;19;7;10;2-7-9-19-45+10;2-7-9-19-45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211062;LUNDI   ;24/05/2021;23/08/2021;11;44;47;29;7;9;7-11-29-44-47+9;7-11-29-44-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211063;MERCREDI;26/05/2021;25/08/2021;20;1;22;5;42;6;1-5-20-22-42+6;1-5-20-22-42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211064;SAMEDI  ;29/05/2021;28/08/2021;32;4;36;44;9;3;4-9-32-36-44+3;4-9-32-36-44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211065;LUNDI   ;31/05/2021;30/08/2021;25;3;13;32;47;9;3-13-25-32-47+9;3-13-25-32-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211066;MERCREDI;02/06/2021;01/09/2021;33;34;25;3;26;6;3-25-26-33-34+6;3-25-26-33-34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211067;SAMEDI  ;05/06/2021;04/09/2021;45;16;6;37;25;9;6-16-25-37-45+9;6-16-25-37-45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211068;LUNDI   ;07/06/2021;06/09/2021;6;28;34;7;11;8;6-7-11-28-34+8;6-7-11-28-34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211069;MERCREDI;09/06/2021;08/09/2021;16;33;41;2;24;8;2-16-24-33-41+8;2-16-24-33-41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211070;SAMEDI  ;12/06/2021;11/09/2021;9;2;5;29;10;1;2-5-9-10-29+1;2-5-9-10-29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211071;LUNDI   ;14/06/2021;13/09/2021;40;12;47;21;19;7;12-19-21-40-47+7;12-19-21-40-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211072;MERCREDI;16/06/2021;15/09/2021;22;23;35;46;3;9;3-22-23-35-46+9;3-22-23-35-46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211073;SAMEDI  ;19/06/2021;18/09/2021;3;44;46;27;14;6;3-14-27-44-46+6;3-14-27-44-46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211074;LUNDI   ;21/06/2021;20/09/2021;44;21;25;18;47;10;18-21-25-44-47+10;18-21-25-44-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211075;MERCREDI;23/06/2021;22/09/2021;1;16;6;3;40;1;1-3-6-16-40+1;1-3-6-16-40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211076;SAMEDI  ;26/06/2021;25/09/2021;37;24;38;13;45;6;13-24-37-38-45+6;13-24-37-38-45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211077;LUNDI   ;28/06/2021;27/09/2021;4;28;48;8;15;1;4-8-15-28-48+1;4-8-15-28-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211078;MERCREDI;30/06/2021;29/09/2021;8;44;6;48;31;9;6-8-31-44-48+9;6-8-31-44-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211079;SAMEDI  ;03/07/2021;02/10/2021;33;48;13;2;19;2;2-13-19-33-48+2;2-13-19-33-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211080;LUNDI   ;05/07/2021;04/10/2021;43;36;3;32;45;2;3-32-36-43-45+2;3-32-36-43-45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211081;MERCREDI;07/07/2021;06/10/2021;37;18;8;44;46;2;8-18-37-44-46+2;8-18-37-44-46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211082;SAMEDI  ;10/07/2021;09/10/2021;43;3;38;42;46;1;3-38-42-43-46+1;3-38-42-43-46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211083;LUNDI   ;12/07/2021;11/10/2021;38;31;8;37;30;1;8-30-31-37-38+1;8-30-31-37-38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211084;MERCREDI;14/07/2021;13/10/2021;36;18;38;31;29;10;18-29-31-36-38+10;18-29-31-36-38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211085;SAMEDI  ;17/07/2021;16/10/2021;31;8;47;11;17;6;8-11-17-31-47+6;8-11-17-31-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211086;LUNDI   ;19/07/2021;18/10/2021;3;28;15;4;2;5;2-3-4-15-28+5;2-3-4-15-28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211087;MERCREDI;21/07/2021;20/10/2021;27;25;6;37;32;9;6-25-27-32-37+9;6-25-27-32-37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211088;SAMEDI  ;24/07/2021;23/10/2021;24;40;5;31;22;9;5-22-24-31-40+9;5-22-24-31-40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211089;LUNDI   ;26/07/2021;25/10/2021;42;5;34;21;37;10;5-21-34-37-42+10;5-21-34-37-42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211090;MERCREDI;28/07/2021;27/10/2021;1;28;3;29;8;6;1-3-8-28-29+6;1-3-8-28-29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211091;SAMEDI  ;31/07/2021;30/10/2021;22;6;46;7;17;3;6-7-17-22-46+3;6-7-17-22-46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211092;LUNDI   ;02/08/2021;01/11/2021;24;44;46;42;7;2;7-24-42-44-46+2;7-24-42-44-46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211093;MERCREDI;04/08/2021;03/11/2021;21;36;22;20;44;10;20-21-22-36-44+10;20-21-22-36-44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211094;SAMEDI  ;07/08/2021;06/11/2021;7;24;36;6;47;10;6-7-24-36-47+10;6-7-24-36-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211095;LUNDI   ;09/08/2021;08/11/2021;37;43;45;28;38;3;28-37-38-43-45+3;28-37-38-43-45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211096;MERCREDI;11/08/2021;10/11/2021;43;13;21;5;6;4;5-6-13-21-43+4;5-6-13-21-43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211097;SAMEDI  ;14/08/2021;13/11/2021;4;28;42;49;35;7;4-28-35-42-49+7;4-28-35-42-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211098;LUNDI   ;16/08/2021;15/11/2021;22;27;13;10;49;4;10-13-22-27-49+4;10-13-22-27-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211099;MERCREDI;18/08/2021;17/11/2021;4;7;12;24;25;2;4-7-12-24-25+2;4-7-12-24-25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211100;SAMEDI  ;21/08/2021;20/11/2021;46;8;2;19;29;2;2-8-19-29-46+2;2-8-19-29-46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211101;LUNDI   ;23/08/2021;22/11/2021;13;22;31;11;21;6;11-13-21-22-31+6;11-13-21-22-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211102;MERCREDI;25/08/2021;24/11/2021;19;9;29;26;3;8;3-9-19-26-29+8;3-9-19-26-29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211103;SAMEDI  ;28/08/2021;27/11/2021;48;43;46;11;8;9;8-11-43-46-48+9;8-11-43-46-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211104;LUNDI   ;30/08/2021;29/11/2021;32;34;18;44;3;9;3-18-32-34-44+9;3-18-32-34-44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211105;MERCREDI;01/09/2021;01/12/2021;49;27;32;24;17;7;17-24-27-32-49+7;17-24-27-32-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211106;SAMEDI  ;04/09/2021;04/12/2021;41;49;30;45;35;3;30-35-41-45-49+3;30-35-41-45-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211107;LUNDI   ;06/09/2021;06/12/2021;3;31;36;13;40;9;3-13-31-36-40+9;3-13-31-36-40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211108;MERCREDI;08/09/2021;08/12/2021;7;34;27;12;15;4;7-12-15-27-34+4;7-12-15-27-34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211109;SAMEDI  ;11/09/2021;11/12/2021;5;3;49;33;15;8;3-5-15-33-49+8;3-5-15-33-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211110;LUNDI   ;13/09/2021;13/12/2021;4;30;24;21;40;4;4-21-24-30-40+4;4-21-24-30-40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211111;MERCREDI;15/09/2021;15/12/2021;48;22;4;30;27;7;4-22-27-30-48+7;4-22-27-30-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211112;SAMEDI  ;18/09/2021;18/12/2021;39;38;21;2;9;2;2-9-21-38-39+2;2-9-21-38-39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211113;LUNDI   ;20/09/2021;20/12/2021;12;10;45;15;31;5;10-12-15-31-45+5;10-12-15-31-45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211114;MERCREDI;22/09/2021;22/12/2021;5;40;13;14;9;1;5-9-13-14-40+1;5-9-13-14-40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211115;SAMEDI  ;25/09/2021;25/12/2021;20;35;49;18;16;1;16-18-20-35-49+1;16-18-20-35-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211116;LUNDI   ;27/09/2021;27/12/2021;12;26;31;40;37;3;12-26-31-37-40+3;12-26-31-37-40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211117;MERCREDI;29/09/2021;29/11/2021;6;39;28;13;33;10;6-13-28-33-39+10;6-13-28-33-39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211118;SAMEDI  ;02/10/2021;02/12/2021;6;46;35;20;8;9;6-8-20-35-46+9;6-8-20-35-46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211119;LUNDI   ;04/10/2021;04/12/2021;44;15;5;19;7;1;5-7-15-19-44+1;5-7-15-19-44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211120;MERCREDI;06/10/2021;06/12/2021;44;34;20;8;41;2;8-20-34-41-44+2;8-20-34-41-44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211121;SAMEDI  ;09/10/2021;09/12/2021;22;29;19;15;34;3;15-19-22-29-34+3;15-19-22-29-34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211122;LUNDI   ;11/10/2021;11/12/2021;26;7;1;9;28;3;1-7-9-26-28+3;1-7-9-26-28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211123;MERCREDI;13/10/2021;13/12/2021;21;20;19;43;49;10;19-20-21-43-49+10;19-20-21-43-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211124;SAMEDI  ;16/10/2021;16/12/2021;23;15;46;5;37;10;5-15-23-37-46+10;5-15-23-37-46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211125;LUNDI   ;18/10/2021;18/12/2021;41;27;36;35;9;6;9-27-35-36-41+6;9-27-35-36-41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211126;MERCREDI;20/10/2021;20/12/2021;26;35;16;22;42;4;16-22-26-35-42+4;16-22-26-35-42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211127;SAMEDI  ;23/10/2021;23/12/2021;6;36;35;10;48;9;6-10-35-36-48+9;6-10-35-36-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211128;LUNDI   ;25/10/2021;25/12/2021;31;48;43;37;3;10;3-31-37-43-48+10;3-31-37-43-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211129;MERCREDI;27/10/2021;27/12/2021;41;16;44;27;15;9;15-16-27-41-44+9;15-16-27-41-44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211130;SAMEDI  ;30/10/2021;30/12/2021;46;11;43;12;30;9;11-12-30-43-46+9;11-12-30-43-46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211131;LUNDI   ;01/11/2021;01/01/2022;47;27;26;43;1;6;1-26-27-43-47+6;1-26-27-43-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211132;MERCREDI;03/11/2021;03/01/2022;7;39;31;38;42;10;7-31-38-39-42+10;7-31-38-39-42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211133;SAMEDI  ;06/11/2021;06/01/2022;19;2;18;22;4;3;2-4-18-19-22+3;2-4-18-19-22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211134;LUNDI   ;08/11/2021;08/01/2022;44;32;11;48;7;3;7-11-32-44-48+3;7-11-32-44-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211135;MERCREDI;10/11/2021;10/01/2022;31;12;9;40;41;2;9-12-31-40-41+2;9-12-31-40-41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211136;SAMEDI  ;13/11/2021;13/01/2022;39;13;12;31;26;6;12-13-26-31-39+6;12-13-26-31-39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211137;LUNDI   ;15/11/2021;15/01/2022;34;7;8;41;42;8;7-8-34-41-42+8;7-8-34-41-42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211138;MERCREDI;17/11/2021;17/01/2022;37;40;36;4;43;6;4-36-37-40-43+6;4-36-37-40-43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211139;SAMEDI  ;20/11/2021;20/01/2022;44;9;18;17;42;8;9-17-18-42-44+8;9-17-18-42-44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211140;LUNDI   ;22/11/2021;22/01/2022;19;12;8;41;16;5;8-12-16-19-41+5;8-12-16-19-41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211141;MERCREDI;24/11/2021;24/01/2022;14;34;39;24;47;8;14-24-34-39-47+8;14-24-34-39-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211142;SAMEDI  ;27/11/2021;27/01/2022;25;28;46;12;27;4;12-25-27-28-46+4;12-25-27-28-46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211143;LUNDI   ;29/11/2021;29/01/2022;30;26;35;44;31;4;26-30-31-35-44+4;26-30-31-35-44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211144;MERCREDI;01/12/2021;31/01/2022;26;18;3;49;46;6;3-18-26-46-49+6;3-18-26-46-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211145;SAMEDI  ;04/12/2021;03/02/2022;23;18;34;5;44;5;5-18-23-34-44+5;5-18-23-34-44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211146;LUNDI   ;06/12/2021;05/02/2022;29;16;36;7;15;6;7-15-16-29-36+6;7-15-16-29-36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211147;MERCREDI;08/12/2021;07/02/2022;28;26;1;30;16;4;1-16-26-28-30+4;1-16-26-28-30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211148;SAMEDI  ;11/12/2021;10/02/2022;16;45;34;42;26;9;16-26-34-42-45+9;16-26-34-42-45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211149;LUNDI   ;13/12/2021;12/02/2022;23;38;36;18;19;1;18-19-23-36-38+1;18-19-23-36-38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211150;MERCREDI;15/12/2021;14/02/2022;34;47;11;37;38;8;11-34-37-38-47+8;11-34-37-38-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211151;SAMEDI  ;18/12/2021;17/02/2022;10;46;2;31;38;8;2-10-31-38-46+8;2-10-31-38-46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211152;LUNDI   ;20/12/2021;19/02/2022;22;23;12;47;25;1;12-22-23-25-47+1;12-22-23-25-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211153;MERCREDI;22/12/2021;21/02/2022;41;20;46;11;24;1;11-20-24-41-46+1;11-20-24-41-46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211154;SAMEDI  ;25/12/2021;24/02/2022;6;25;48;21;37;10;6-21-25-37-48+10;6-21-25-37-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20211155;LUNDI   ;27/12/2021;26/02/2022;32;20;6;12;14;8;6-12-14-20-32+8;6-12-14-20-32;3000000;3;49397,8;55;657,6;370;352,5;1886;41,3;16965;16,5;25085;8,7;222525;3,8;296451;2,2;10;20000;Q 9450 5825,Q 1014 2232,H 2305 7996,A 2450 0393,V 6672 3833,W 1999 0327,R 3779 6128,L 5195 6693,E 7298 1041,G 4304 6123;4;20;25;27;37;;4-20-25-27-37;0;104228;185;569,2;8815;30,7;128979;3;8 652 688;eur
20211156;MERCREDI;29/12/2021;28/02/2022;21;18;33;49;48;7;18-21-33-48-49+7;18-21-33-48-49;4000000;0;153214,7;64;2978,2;319;422,8;2415;33,3;14702;19,7;35855;6,2;210433;4,2;524633;2,2;10;20000;L 1778 6805,I 6286 3368,F 1860 2975,P 8096 4161,S 6160 5858,H 2200 5845,O 4278 2750,S 9930 2858,E 7031 9850,M 9052 1950;7;9;13;31;42;;7-9-13-31-42;4;30591;424;219,6;16049;14,9;187720;3;3 390 893;eur
20222001;SAMEDI  ;01/01/2022;03/03/2022;30;36;14;6;39;5;6-14-30-36-39+5;6-14-30-36-39;2000000;1;194628;50;950;263;651,4;1821;56,2;14578;25,2;29719;9,6;233260;4,8;479863;2,2;10;20000;N 8300 7133,A 9410 8744,U 2560 7114,N 3536 7108,J 6852 4974,H 3720 8615,A 6414 6289,J 9586 6075,O 4444 0186,N 5421 8085;15;19;30;38;43;;15-19-30-38-43;2;65681;215;675,8;9524;39,2;147577;3;1 181 475;eur
20222002;LUNDI   ;03/01/2022;05/03/2022;33;36;34;38;22;5;22-33-34-36-38+5;22-33-34-36-38;3000000;0;144818,6;36;5004,5;233;547,1;1395;54,6;11137;24,6;20099;10,6;162076;5,2;353756;2,2;10;20000;A 2685 4481,M 5158 8633,S 9077 0773,E 2050 1281,F 0484 7468,O 3658 0352,B 9642 4967,P 7785 7604,G 4885 8485,R 3408 5522;7;11;34;39;42;;7-11-34-39-42;0;107064;193;573,3;8847;32,1;129537;3;7 981 674;eur
20222003;MERCREDI;05/01/2022;07/03/2022;17;45;30;32;6;4;6-17-30-32-45+4;6-17-30-32-45;2000000;2;92510,9;43;1050,2;312;522;1628;59,7;15088;23,2;24616;11;226178;4,7;360672;2,2;10;20000;V 7096 2870,R 2600 3705,U 2539 3955,F 3900 2435,O 5964 5092,U 7900 0416,S 9139 7440,O 5426 6658,P 4360 9948,K 6936 5111;7;11;29;41;43;;7-11-29-41-43;0;124200;306;382,1;11853;25,3;163879;3;7 152 066;eur
20222004;SAMEDI  ;08/01/2022;10/03/2022;22;42;43;17;25;10;17-22-25-42-43+10;17-22-25-42-43;3000000;1;282967,9;36;1918,4;411;606;1918;77,6;22225;24,1;29210;14,2;346628;4,7;416551;2,2;10;20000;C 9780 4266,O 9033 1950,V 6486 6843,O 7455 1097,I 1375 0382,O 4049 4112,A 5046 5605,N 5285 3184,A 9792 4058,R 8636 8664;3;18;37;43;45;;3-18-37-43-45;1;176574;306;656,4;13068;39,5;191741;3;2 088 520;eur
20222005;LUNDI   ;10/01/2022;12/03/2022;14;43;34;41;35;9;14-34-35-41-43+9;14-34-35-41-43;4000000;1;155646,2;30;1266,3;247;554,7;1139;71,8;10640;27,6;17725;12,9;157555;5,7;311035;2,2;10;20000;Q 9513 4411,B 3451 3072,R 5499 4309,E 2186 9007,S 6727 9210,N 7674 9167,P 1327 3992,W 2077 1662,E 6929 0122,C 1143 0127;20;21;28;31;33;;20-21-28-31-33;1;107951;184;618,9;8475;34,5;127847;3;0 483 703;eur
20222006;MERCREDI;12/01/2022;14/03/2022;23;20;1;26;44;4;1-20-23-26-44+4;1-20-23-26-44;5000000;1;193590,3;43;1098,8;346;492,5;1879;54,1;17439;21;28140;10,1;259826;4,3;371862;2,2;10;20000;E 1169 4201,V 0994 9561,M 4210 1339,F 3923 9302,R 2816 4328,P 3523 6060,D 3424 3479,R 0618 4100,C 7539 4151,V 2868 4918;5;16;21;26;43;;5-16-21-26-43;2;64022;247;520,4;11150;29,6;159424;3;8 417 354;eur
20222007;SAMEDI  ;15/01/2022;17/03/2022;19;10;30;13;47;8;10-13-19-30-47+8;10-13-19-30-47;6000000;4;67283,9;89;738;707;335,1;3496;40,4;31495;16,1;46881;8,4;414719;3,7;553337;2,2;10;20000;Q 5152 6146,Q 6715 3549,F 2105 7211,R 6752 1209,T 4368 9236,O 7391 9604,B 5671 7858,V 5081 4328,E 8876 3448,D 6111 6942;2;8;16;22;44;;2-8-16-22-44;6;29984;523;320,3;18783;22,9;239574;3;4 736 441;eur
20222008;LUNDI   ;17/01/2022;19/03/2022;4;27;5;15;22;9;4-5-15-22-27+9;4-5-15-22-27;7000000;5;32980,1;84;479,1;628;231,1;2271;38,1;22631;13,7;28471;8,5;270100;3,5;310073;2,2;10;20000;J 2708 9931,M 0443 8269,H 9138 1274,F 1226 3576,I 7006 4122,U 7163 2819,K 6749 8964,O 5761 8808,A 9245 2819,E 1321 7669;8;16;29;33;40;;8-16-29-33-40;2;55181;188;633,8;8891;34,4;127449;3;9 908 227;eur
20222009;MERCREDI;19/01/2022;21/03/2022;44;27;41;8;43;6;8-27-41-43-44+6;8-27-41-43-44;2000000;2;89685,7;22;1990;292;540,7;1441;65,4;13687;24,8;21441;12,3;205417;5;330602;2,2;10;20000;L 9451 6315,G 8726 1108,P 4777 3352,C 1018 7128,O 2326 8615,D 0640 7417,L 1404 8329,O 0712 6843,R 5262 6237,T 6643 0392;11;14;23;32;44;;11-14-23-32-44;4;29509;334;355,1;11403;26,7;146844;3;5 301 604;eur
20222010;SAMEDI  ;22/01/2022;24/03/2022;26;3;39;17;30;8;3-17-26-30-39+8;3-17-26-30-39;3000000;3;85360;86;726,7;595;378,8;2931;45,9;25500;19;40874;9,2;349830;4,2;538472;2,2;10;20000;W 2119 3326,G 9852 6192,E 3161 9662,P 8466 6616,G 8626 0343,E 8608 9557,L 6318 7194,P 4828 4303,A 6326 8184,U 0181 6391;6;7;11;23;37;;6-7-11-23-37;2;86596;440;320,4;20163;17,9;254801;3;4 507 518;eur
20222011;LUNDI   ;24/01/2022;26/03/2022;15;38;7;4;40;2;4-7-15-38-40+2;4-7-15-38-40;4000000;1;156243,4;27;1412,4;284;484,3;1318;62,3;13390;22;19776;11,6;200861;4,5;256854;2,2;10;20000;R 6369 1329,W 2129 4670,Q 0221 3915,O 7640 7915,P 2044 7558,O 4525 4722,M 4065 1487,R 4137 6646,O 2035 5322,J 2372 1900;13;14;24;31;42;;13-14-24-31-42;1;103001;241;407,8;9658;26,1;134348;3;3 639 537;eur
20222012;MERCREDI;26/01/2022;28/03/2022;14;16;33;38;45;10;14-16-33-38-45+10;14-16-33-38-45;5000000;1;198963,6;22;2207,3;290;603,9;1185;88,3;14027;26,8;18364;15,9;211644;5,4;286377;2,2;10;20000;H 7915 7684,R 4442 3608,W 2138 8087,S 8379 3007,P 6352 7487,F 4930 9745,S 5234 3301,M 4385 7459,A 4819 7474,T 2326 3018;1;6;25;28;45;;1-6-25-28-45;0;122162;254;469;10961;27,9;156270;3;9 417 330;eur
20222013;SAMEDI  ;29/01/2022;31/03/2022;42;29;25;46;8;9;8-25-29-42-46+9;8-25-29-42-46;6000000;1;264079,6;61;1056,6;418;556,1;2321;59,8;21275;23,5;35634;10,9;327138;4,7;529825;2,2;10;20000;V 2612 3791,B 5452 7463,L 3691 3300,P 8175 5719,R 9571 4700,K 6200 6245,B 7558 8738,N 0457 4382,O 0959 4546,G 1923 8342;2;13;14;20;41;;2-13-14-20-41;1;176013;334;513,1;15532;28,3;225475;3;6 077 699;eur
20222014;LUNDI   ;31/01/2022;02/04/2022;25;32;31;36;10;8;10-25-31-32-36+8;10-25-31-32-36;7000000;1;157710,1;21;1833;181;767;1266;65,5;11177;26,7;21260;10,9;184604;4,9;329075;2,2;10;20000;G 9754 0955,M 4450 7678,L 0957 6498,P 9618 5399,F 6346 2442,O 8111 9479,K 1058 4030,F 6282 7466,R 8721 1786,H 0920 5949;5;32;35;40;44;;5-32-35-40-44;0;108831;134;989,2;7059;48,2;107779;3;1 550 768;eur
